OID_,Date,Place,,geo_longitude,geo_latitude,Name,Sex,Notes_and_sources_,F8,F9,F10,F11,F12
270,1656,"Northumberland, VT",VT,-76.475,37.920556,"Harding, William",m,"Ten Stripes from a lash, and permanent panishment from the county. His accuser was Reverend David Lindsay. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725 Davis"," Richard Beale """"The Devil in Virginia in the Seventeenth Century"""" Virginia Magazine of History and Biography 65 (1957) 131-49.)""""",,,,
237,1656,"Hampton, NH",NH,-70.8880549,42.928216,"Cole, Eunice",f,"Discharged and released. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
6,1656,"Dover, MD",MD,-76.8473307,40.0014489,"Welford, Jane",f,"Freed upon condition of good behavior. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
34,1655,"New Haven, CT",CT,-72.9250518,41.3082138,"Bayley, Mrs. Nicholas",f,"Freed, but banished from the Colony. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
35,1655,"New Haven, CT",CT,-72.9250518,41.3082138,"Bayley, Nicholas",m,"Freed, but banished from the Colony. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
36,1655,"New Haven, CT",CT,-72.9250518,41.3082138,"Godman, Elizabeth",f,"(Second Trial) Verdict """"Suspicious of Witchcraft (Source: Drake"," Frederick C. """"Witchcraft in the American Colonies"," 1647-62"""" American Quarterly 20 (1968):694-725)""""",,,
37,1655,"New Haven, CT",CT,-72.9250518,41.3082138,"Godman, Elizabeth",f,"(Third Trial) Verdict """"Suspicious of Witchcraft", released upon payment of 50 Pounds security against her future good conduct. (As she was poor, and likely a begger the payment of this fine is dubious). (Source: Drake," Frederick C. """"Witchcraft in the American Colonies"," 1647-62"""" American Quarterly 20 (1968):694-725)""""",
70,1654,"Winsor, CT",CT,-72.34338346,42.28273595,"Gilbert, Lydia",f,"Hanged. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
8,1654,"Jamestown, VA",VA,-76.7741258,37.2082034,"Grady, Kath",f,"Hanged at sea. (Sources: Davis, Richard Beale ""The Devil in Virginia in the Seventeenth Century Virginia Magazine of History and Biography 65 (1957) 131-49.)""",,,,,
22,1653,"Fairchild, CT",CT,-73.4287169,40.895068,"Knapp, ""Goody""",f,"Hanged. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
23,1653,"Fairchild, CT",CT,-73.4287169,40.895068,"Staples, Mary.",f,"Acquitted and her accuser, Roger Ludlow, was fined 20 Pounds for defamation. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
89,1653,"Andover, MA",MA,-71.1408776,42.65717,"Godfrey, John",m,"Final trial not held until 1659, final outcome unknown. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
30,1651,"Stratford, CT",CT,-73.1331651,41.1845415,"Bassett, ""Goody""",f,"Hanged. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
63,1651,"Springfield, MA",MA,-72.54671366,42.11241225,"Parsons, Hugh",m,"Acquitted. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
64,1651,"Springfield, MA",MA,-72.54671366,42.11241225,"Parsons, Mary",f,"Unclear. According to Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725", Mary Parsons was executed. According to several family sources, including http://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=22828242," she was acquitted in 1674 and lived until 1712.""""",,
244,1651,"Rowley, MA",MA,-70.8786628,42.7167594,"Bradstreet, John",m,"Fined 20 shillings and a whipping. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
33,1651,"New Haven, CT",CT,-72.9250518,41.3082138,"Godman, Elizabeth",f,"Freed her """"under suspicion (Source: Drake"," Frederick C. """"Witchcraft in the American Colonies"," 1647-62"""" American Quarterly 20 (1968):694-725)""""",,,
43,1651,"Hartford, CT",CT,-72.6830523,41.7634935,"Carrington, Joan",f,"Hanged. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
44,1651,"Hartford, CT",CT,-72.6830523,41.7634935,"Carrington, John",m,"Hanged. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
148,1651,"Cambridge, MA",MA,-71.1056157,42.3750997,"Kendal, Mrs (fnu)",f,"Executed. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
164,1650,"Boston, MA",MA,-71.0595678,42.3604823,"Lake, Mrs. H.",f,"Executed (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
69,1649,"Winsor, CT",CT,-72.34338346,42.28273595,"Grant, Matthew",m,"Acquitted. He disappeared from the colony shortly after his trial (Source: Taylor, John M. The Witchcraft Delusion in Colonial Connecticut, 1647-1697. New York: Burt Franklin, 1971).",,,,,
163,1649,"Boston, MA",MA,-71.0595678,42.3604823,"Oliver, Mary",f,"Confessed to Witchcraft, Fate unknown. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
73,1648,"Charleston, MA",MA,-71.4847749,42.979742,"Jones, Thomas",m,"Arrrested, final fate unknown. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
74,1648,"Charleston, MA",MA,-71.4847749,42.979742,"Jones, Margaret",f,"Executed at Boston. She used medicines to cure the sick. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
67,1647,"Winsor, CT",CT,-72.34338346,42.28273595,"Johnson, Mary",f,"Although she is the traditional first person executed, there is no documentary evidence to support this. She may be the same as Mary Jonson from Wethersfield. (Source: Taylor, John M. The Witchcraft Delusion in Colonial Connecticut, 1647-1697. New York: Burt Franklin, 1971).",,,,,
68,1647,"Winsor, CT",CT,-72.34338346,42.28273595,"Young, Alse",f,"Hanged, She is acknowledged as the first person executed as a witch in North America. (Source: Drake, Frederick C. ""Witchcraft in the American Colonies, 1647-62 American Quarterly 20 (1968):694-725)""",,,,,
61,1645,"Springfield, MA",MA,-72.54671366,42.11241225,"Parsons, Hugh",m,"May not have been specifically accused in 1645, but ""several were disturbed (Source: Drake"," Frederick C. """"Witchcraft in the American Colonies"," 1647-62"""" American Quarterly 20 (1968):694-725)""""",,,
62,1645,"Springfield, MA",MA,-72.54671366,42.11241225,"Parsons, Mary",f,"May not have been specifically accused in 1645, but ""several were disturbed (Source: Drake"," Frederick C. """"Witchcraft in the American Colonies"," 1647-62"""" American Quarterly 20 (1968):694-725)""""",,,
7,1622,"Jamestown, VA",VA,-76.7741258,37.2082034,"Wright, Goodwife Joan",f,"Although she was arraigned, she was not clearly tried. Her husband was Robert Wright and they had been married for 16 years, apparently in Virginia. (Source: Davis, Richard Beale ""The Devil in Virginia in the Seventeenth Century Virginia Magazine of History and Biography 65 (1957) 131-49.) [N.B. although were they to have been married in Virginia", it would have been in 1606," thereby predating the colony of Jamestown]""""",,,
